Students	1000
526	3054 3515 959 1222
527	5010 4214 4399 7915
528	5901 7017 2400 5962
529	3522 3548 5752 6806
530	3955 3842 7038 4606
531	4850 6192 443 2716
532	42 3851 4439 4992
533	2572 4962 158 774
534	4338 5101 3699 4291
535	7147 1248 1375 3015
536	5354 1577 4833 6665
537	1140 7174 1877 2421
538	3391 553 2767 7233
539	3104 2989 6852 7472
540	5989 2335 4866 5554
541	7705 3680 2511 4426
542	5074 422 3509 3175
543	2977 716 1822 3540
544	7936 4676 3927 421
545	3176 7991 3795 7655
546	2900 1854 4561 5432
547	5521 3448 6937 7066
548	1469 6940 6432 3556
549	5170 3536 6822 7295
550	3926 4939 1542 3575
551	5114 4557 3412 4388
552	4826 4405 2067 6828
553	232 1134 5597 7572
554	4503 4711 2123 4145
555	5575 3429 595 7579
556	6662 3120 133 5619
557	2012 1435 6203 688
558	317 3041 4342 1585
559	3708 6538 4548 3492
560	2802 3325 773 7780
561	7442 5742 6857 7638
562	3238 6317 5941 3515
563	3625 4358 7898 3264
564	4828 3367 3870 4775
565	943 4606 4135 566
566	7520 817 2513 4535
567	4842 2511 3260 939
568	4025 5016 6381 4170
569	6688 3629 4660 317
570	1886 3696 6229 4686
571	5213 3556 502 3861
572	4229 3092 4904 616
573	6956 3843 7512 4834
574	6018 1476 6935 2749
575	5717 5829 6134 3495
576	7097 298 6255 4495
577	2609 110 4667 6070
578	7985 5952 7399 515
579	6131 7736 5100 5332
580	3332 2177 2828 1362
581	5721 6915 722 3050
582	1157 3430 2489 207
583	6620 7912 3269 6536
584	1407 5097 7533 5371
585	4388 2986 7205 765
586	1110 7180 6060 3183
587	283 1645 6885 3989
588	7294 164 5081 3817
589	5760 127 747 2532
590	5076 1035 7334 4109
591	7669 7974 1272 5386
592	6757 1974 6403 7952
593	1312 3683 4388 5490
594	2452 4029 4555 718
595	6320 3872 1068 2040
596	3725 1115 2989 3251
597	4403 2037 5310 2880
598	2917 7980 1700 1353
599	2340 3907 6275 57
600	2270 5309 3910 2254
601	128 4548 274 6773
602	2666 5929 23 6419
603	5056 5808 4405 528
604	5741 122 4335 5171
605	1529 5332 6040 2894
606	3318 3339 2221 5914
607	3774 4317 991 5402
608	4571 6135 290 3385
609	163 302 2052 7207
610	4 1963 997 5194
611	7672 5760 6772 7692
612	6287 3475 6467 3013
613	1084 2857 6675 3906
614	1187 4278 5798 5129
615	3871 1718 7796 6672
616	3265 638 3846 7689
617	6245 5648 2256 2483
618	730 406 3528 796
619	2692 6226 2763 2721
620	7750 6482 1928 5724
621	4383 5803 2295 5514
622	755 5416 6988 889
623	5159 6886 1847 473
624	5681 2309 2343 785
625	3385 5037 4014 830
626	1815 916 2849 7969
627	1749 2323 3321 2920
628	2846 4952 4627 7269
629	7192 2047 3585 5725
630	6915 4847 4931 5742
631	1447 4364 6226 5139
632	2905 1749 4943 5518
633	1255 4588 5329 859
634	7915 7376 4559 1501
635	4123 5373 7400 6283
636	6798 4332 4531 6027
637	4590 2656 6131 1505
638	4838 809 3803 5894
639	7260 1126 5120 4505
640	5093 6133 6666 5816
641	443 6166 2389 3814
642	6627 5403 7347 2181
643	4073 1644 1660 5468
644	782 6496 6902 6105
645	7618 4541 4746 1730
646	3870 3021 2806 7122
647	4050 4393 7030 5088
648	6067 2332 7389 6457
649	4484 3616 7909 231
650	2031 4502 1243 7666
651	4935 2245 190 5185
652	6670 2194 47 4552
653	3699 1264 827 545
654	5716 6670 3684 7591
655	7198 4616 6010 2675
656	1187 7692 1364 731
657	1680 5150 505 6998
658	6508 4887 1403 4250
659	4014 4186 265 6983
660	1037 5159 7617 484
661	851 6014 6746 3139
662	4898 5051 7769 5580
663	1788 7602 4941 6314
664	6509 4461 5282 2022
665	699 5899 1095 6829
666	2845 4949 1421 7538
667	251 2582 2135 5448
668	466 3867 5427 6108
669	7671 2725 3268 3909
670	1498 4870 6568 6108
671	7166 7805 832 3716
672	3221 1882 858 7283
673	3948 2610 342 2139
674	612 5386 2179 37
675	4670 2023 839 7806
676	2121 2952 2808 7661
677	1109 5358 6003 1043
678	6181 201 1867 6474
679	2283 2770 154 61
680	3367 5938 3949 433
681	2743 6505 5113 3325
682	6833 5986 219 1638
683	1614 7098 2060 930
684	7609 6282 4496 251
685	6015 5341 4891 3509
686	1504 5095 3380 4699
687	3811 4734 4210 6209
688	841 4753 208 7641
689	6240 2302 7983 3458
690	2930 7071 3656 5015
691	752 4068 2004 5758
692	6122 1690 1043 4600
693	2474 3157 4710 2440
694	7495 4853 7921 2875
695	5051 5381 523 4318
696	3672 5650 7264 535
697	4168 1376 3761 7373
698	3946 3589 7615 3926
699	7873 1708 7311 7112
700	855 7356 7769 5703
701	917 97 2629 6937
702	7528 5949 4107 1416
703	3614 1760 4274 6869
704	7587 7866 3435 3303
705	3324 1096 1054 7176
706	4057 7870 5205 6424
707	6463 7294 3000 2930
708	2713 7852 4240 1383
709	1020 2164 2777 4273
710	2467 4610 6598 4227
711	1886 7351 1754 5100
712	2854 2919 6972 7709
713	5866 6303 856 4145
714	4360 1038 6015 4968
715	2059 5753 446 894
716	3294 7840 2274 4762
717	6376 136 7857 502
718	5096 6056 3864 6766
719	277 4290 7856 2838
720	2405 6641 5836 4012
721	5376 4952 2174 1050
722	6943 1070 2156 3444
723	5385 1966 1381 6475
724	3158 7425 6489 4628
725	2953 1781 7780 1475
726	2832 2393 7481 3017
727	3244 754 1600 3745
728	7248 6853 6005 3787
729	4706 5908 6678 870
730	3238 3523 5819 1096
731	6273 2227 1935 6377
732	3368 7170 7370 7719
733	1335 235 1338 2266
734	4718 1162 6967 7376
735	2103 5498 7682 3968
736	1150 6710 2311 2665
737	3611 6896 2395 7918
738	653 6913 2372 1354
739	6360 2863 705 7392
740	4323 6759 2874 6901
741	2738 2529 6904 5001
742	695 4546 2137 7432
743	2621 3551 60 2196
744	2606 7696 3809 6965
745	158 614 2416 3377
746	3487 6744 6991 1576
747	2569 6002 6851 6656
748	7868 1322 4567 7268
749	4815 2281 2166 5089
750	5155 7234 5002 3662
751	5381 1062 7571 7119
752	2095 271 5678 236
753	1918 6995 6653 3234
754	125 2205 4814 7694
755	5372 2508 4234 1318
756	2682 3417 289 2131
757	3235 4531 4890 5872
758	4782 936 7188 4029
759	6940 7314 1572 6297
760	4602 6184 7655 5716
761	2938 7628 2612 2631
762	515 3513 2633 5768
763	7832 6059 3569 1608
764	952 6662 5351 6926
765	1047 2749 2715 1664
766	6667 5564 4896 1487
767	1764 5882 1626 4438
768	5440 435 2995 681
769	2493 2338 1210 2609
770	7928 3915 4114 6438
771	5431 6394 2629 3318
772	2325 7030 6263 3023
773	5829 7985 7980 5212
774	6705 3057 5384 2394
775	4936 6954 3206 7075
776	7339 4894 5968 6710
777	5629 7914 7610 3272
778	992 352 551 6294
779	6668 5709 2459 3682
780	1144 5796 998 3442
781	2606 6181 1580 3555
782	2278 1871 2988 5829
783	3659 810 3436 1656
784	2822 5579 1883 7857
785	1469 3006 3099 7347
786	2019 2772 5147 6146
787	6455 6210 3643 671
788	964 6144 3778 4474
789	2565 7640 1859 6288
790	5214 4126 670 1812
791	1532 447 864 4035
792	5861 1592 7643 4721
793	3322 7167 5994 6155
794	3603 4101 6830 2199
795	6280 824 2581 3686
796	348 7424 2399 3212
797	3540 654 6526 6240
798	3031 7401 1097 442
799	7605 1377 5264 6373
800	817 5702 6840 433
801	2552 2056 7573 7988
802	5503 2874 7598 2138
803	5156 3065 7818 3662
804	1945 1075 87 4985
805	2282 5277 3608 548
806	459 5193 3257 7926
807	6226 6561 5471 6444
808	4655 593 3366 2543
809	246 2797 3044 889
810	5809 2515 3399 6117
811	5354 60 383 2578
812	852 4191 1879 696
813	6509 7268 7431 4147
814	1246 6028 596 1525
815	7656 519 3247 2348
816	6451 6768 5569 4810
817	650 3492 1544 5845
818	6386 7284 535 4654
819	4916 721 2180 2370
820	4252 6758 5540 6076
821	2742 180 3639 3660
822	6244 3234 695 3402
823	7475 4581 5175 4626
824	4165 2104 933 907
825	2399 897 3169 377
826	4603 2867 7606 5434
827	4943 7087 393 5255
828	6338 4536 1015 6830
829	3913 3613 7233 7696
830	7778 3358 6477 1380
831	2765 1303 589 5788
832	6710 1066 5292 2027
833	7512 4244 3034 4545
834	7338 5634 6977 5017
835	3676 812 3935 5456
836	2516 1601 6400 5701
837	4765 5616 5650 5554
838	290 5258 2940 596
839	5075 4037 1536 7244
840	5293 1580 6573 6394
841	4184 3228 2364 5352
842	7270 548 5784 5453
843	5347 4814 3917 340
844	6890 2547 459 7437
845	1026 1250 6872 6335
846	3274 5829 1427 2079
847	6167 3655 4759 3638
848	6043 3557 7074 4682
849	7353 2144 6619 3563
850	5448 3727 2466 7800
851	7817 78 2161 953
852	5026 6335 3663 1660
853	4364 3310 4564 2456
854	4485 4407 1425 215
855	4545 4432 7727 595
856	7915 7077 267 1344
857	1041 4187 6647 2919
858	4144 5671 827 2556
859	4997 5615 7733 5973
860	6001 5811 7760 3648
861	1129 5190 242 5578
862	3432 1812 1894 3130
863	761 1085 2682 5869
864	1876 2226 6142 7840
865	2493 5901 2872 1768
866	5983 7136 3637 987
867	43 5583 5510 7056
868	5730 4866 5881 5015
869	2872 3922 6477 6931
870	7151 6058 2132 7980
871	5510 4965 727 5898
872	3380 2598 1069 3778
873	4078 5790 4508 7093
874	7364 7672 5755 7371
875	1339 7555 4785 5601
876	1578 1266 7177 6309
877	645 7362 3128 2051
878	6260 713 4162 7138
879	494 3413 1939 3767
880	2113 6436 2205 5953
881	4988 7082 7810 2956
882	6146 6809 6789 140
883	5261 3950 3895 4909
884	6248 3127 7982 7502
885	3082 5527 2603 3921
886	7295 7922 4661 5296
887	83 262 3517 2578
888	1025 1450 6423 1306
889	705 2648 5352 5337
890	3633 5909 7285 5934
891	1716 619 2882 5763
892	956 3052 3510 400
893	2266 6100 4157 523
894	5329 2077 4414 3470
895	1742 5500 1959 2223
896	4647 1274 3775 3771
897	6261 2083 6340 7392
898	4830 6667 451 6560
899	6469 4583 4192 1397
900	7880 1927 4086 6947
901	7373 2084 1218 4785
902	4870 6151 7299 1909
903	5249 2096 1273 5563
904	679 5593 5489 7045
905	5267 938 7949 3105
906	4979 2268 3405 2855
907	4249 6936 5391 7885
908	5900 6363 3908 7447
909	6094 3612 5742 948
910	5038 6685 4809 1918
911	693 5968 7216 6019
912	2871 7911 2488 5254
913	4737 110 1703 5352
914	6384 5208 3961 7455
915	6634 4894 3931 5930
916	5611 3807 2333 2680
917	1847 1919 5607 7333
918	1030 3433 6095 2575
919	1248 7121 3566 565
920	7172 6992 2457 5530
921	7678 7388 2873 6375
922	5507 3760 2941 2477
923	4721 3009 1930 6062
924	7618 7299 1703 5936
925	2765 5460 3027 3508
926	5863 5659 5551 4366
927	4733 3931 2424 124
928	1179 1945 5422 4491
929	3475 1154 2920 4654
930	2360 3108 4026 2099
931	4577 5531 6995 1238
932	119 5889 1696 947
933	6462 199 2008 5874
934	393 3098 3924 7721
935	7954 6594 4550 1378
936	6843 6969 1874 4630
937	4050 4245 953 6193
938	4161 3126 3128 48
939	5464 3936 1069 2854
940	7762 715 2216 5728
941	589 6036 4831 7646
942	7624 3563 6957 2453
943	5824 5721 1730 3976
944	479 1758 5419 2609
945	1801 7965 6237 4205
946	3282 4823 5301 6001
947	4857 3602 1313 4158
948	3787 2727 2805 6326
949	7162 1410 5561 3247
950	7293 5219 5563 111
951	3264 6102 1167 5157
952	2045 5553 3959 1461
953	5330 6259 7714 5211
954	5478 1436 1181 6879
955	2233 5643 1020 3071
956	1444 4077 2590 4472
957	6679 38 596 5107
958	6736 3504 5528 1233
959	3891 1614 3915 7772
960	1701 6865 1406 2693
961	4942 35 2571 1536
962	394 6189 2954 1065
963	5650 3904 2555 418
964	704 7158 4767 7141
965	2012 3831 4245 864
966	40 4712 6755 5509
967	3477 7292 5334 5715
968	7658 835 1925 6301
969	7932 7653 7825 6223
970	6353 694 7863 5510
971	5098 1105 2334 1561
972	2237 3309 5603 2020
973	2086 3946 1331 6980
974	3470 2232 22 4846
975	201 555 5583 6761
976	3300 2268 4712 6692
977	3653 5565 2953 2342
978	1426 25 5238 7759
979	4638 149 3828 1437
980	4680 1159 3985 2876
981	1331 2013 833 6749
982	3181 7439 1287 3345
983	1675 7591 2140 809
984	1593 6314 5299 4504
985	6365 3107 7543 2710
986	788 6435 7060 2874
987	5320 6577 6599 5004
988	5186 4648 3487 840
989	6928 7501 2556 732
990	3211 3246 7519 4177
991	750 2889 359 5532
992	769 4806 7394 6341
993	3860 7453 1978 20
994	4345 7734 2061 7272
995	6883 6190 7372 7101
996	7248 689 2980 1587
997	5823 7255 831 5576
998	1752 309 6056 7375
999	4111 1939 6047 1430
1000	5300 6255 1246 412
