Students	1000
721	46 50 36 6
722	40 19 21 23
723	26 21 41 7
724	22 40 1 34
725	8 22 35 39
726	14 21 12 40
727	45 26 30 24
728	32 16 27 10
729	6 8 17 43
730	48 13 34 4
731	38 5 10 44
732	23 31 11 32
733	36 19 23 13
734	49 30 24 46
735	37 44 49 39
736	3 33 5 42
737	3 20 38 22
738	28 2 46 21
739	30 4 19 36
740	26 36 4 1
741	10 22 28 11
742	48 27 43 50
743	29 8 10 4
744	39 47 3 6
745	26 4 9 1
746	49 27 7 14
747	22 8 11 6
748	43 14 19 42
749	41 11 24 6
750	27 36 17 46
751	46 2 50 18
752	8 21 39 43
753	21 20 11 12
754	15 27 40 16
755	11 33 24 23
756	44 32 13 34
757	12 4 36 27
758	31 27 22 10
759	3 49 47 12
760	10 15 22 40
761	41 12 42 9
762	2 45 23 34
763	2 19 35 15
764	5 29 33 16
765	17 25 43 26
766	9 18 17 10
767	29 17 2 49
768	22 24 48 26
769	14 3 28 1
770	45 31 20 41
771	41 21 45 26
772	30 20 28 4
773	10 4 1 27
774	22 39 46 30
775	38 45 1 12
776	1 50 35 36
777	6 33 12 21
778	27 26 12 24
779	15 33 18 8
780	49 25 11 19
781	34 50 11 15
782	46 43 12 8
783	3 33 8 27
784	49 41 47 1
785	7 5 33 44
786	19 28 42 38
787	8 17 16 26
788	23 48 24 4
789	17 44 32 18
790	19 49 46 39
791	11 44 1 49
792	10 6 33 16
793	26 2 28 3
794	6 25 28 36
795	35 23 47 43
796	36 21 38 5
797	9 15 28 6
798	32 3 11 41
799	45 19 36 21
800	14 2 13 33
801	20 1 15 23
802	46 44 24 19
803	2 15 40 36
804	9 38 47 42
805	23 18 32 36
806	12 24 13 16
807	12 5 24 41
808	35 40 45 6
809	43 47 2 3
810	28 15 21 2
811	10 5 12 36
812	43 41 37 23
813	23 8 19 30
814	37 10 28 26
815	2 24 21 11
816	25 40 1 46
817	18 47 15 9
818	30 42 48 31
819	31 27 10 25
820	29 23 1 31
821	8 26 10 22
822	11 23 45 33
823	39 18 15 12
824	35 33 18 26
825	22 7 21 32
826	2 37 5 48
827	37 18 36 2
828	10 21 44 17
829	26 2 3 4
830	38 32 19 13
831	10 23 45 16
832	27 31 17 42
833	24 12 46 35
834	7 22 6 39
835	18 22 9 49
836	25 32 18 11
837	3 27 38 48
838	14 22 23 15
839	47 40 44 14
840	45 15 39 29
841	5 30 39 28
842	26 6 18 41
843	12 11 23 2
844	36 21 50 38
845	45 8 25 3
846	8 1 2 33
847	2 15 23 49
848	32 39 29 26
849	33 31 49 5
850	35 32 44 41
851	14 22 44 31
852	42 40 3 6
853	40 31 48 37
854	46 25 1 34
855	45 17 42 2
856	48 31 43 35
857	32 20 17 16
858	17 26 47 43
859	39 8 24 33
860	17 5 14 48
861	8 36 50 6
862	27 28 1 44
863	37 19 1 16
864	22 4 37 29
865	23 26 27 7
866	47 48 15 37
867	46 30 12 34
868	22 11 26 33
869	40 11 15 10
870	31 41 44 25
871	3 42 11 30
872	48 32 26 34
873	9 12 45 23
874	19 8 18 9
875	19 5 8 20
876	33 39 44 24
877	19 44 21 22
878	40 16 37 7
879	37 1 23 44
880	19 2 24 18
881	14 48 4 29
882	34 39 7 15
883	36 5 10 11
884	29 38 18 16
885	2 30 40 10
886	43 33 3 32
887	49 15 7 46
888	23 46 8 35
889	23 29 13 25
890	41 47 11 5
891	35 48 22 15
892	30 11 5 35
893	25 29 31 28
894	20 31 4 28
895	9 45 14 42
896	40 48 47 50
897	33 28 32 26
898	46 25 32 15
899	35 25 49 39
900	1 44 13 14
901	24 5 1 44
902	16 22 19 38
903	8 18 47 13
904	43 47 2 39
905	20 21 38 5
906	11 37 12 13
907	45 16 39 24
908	38 31 6 9
909	28 34 10 23
910	42 24 34 17
911	48 14 31 20
912	25 35 27 28
913	13 33 50 48
914	35 46 24 48
915	1 3 16 25
916	22 25 21 1
917	29 48 43 33
918	22 1 50 35
919	40 25 2 27
920	38 49 31 47
921	29 26 12 41
922	8 42 38 24
923	31 9 6 3
924	25 23 40 11
925	23 48 35 8
926	28 7 43 23
927	45 32 2 5
928	38 37 22 50
929	21 30 34 12
930	17 1 50 8
931	29 42 41 9
932	41 18 43 36
933	28 3 20 14
934	5 38 39 34
935	41 11 35 18
936	39 15 40 33
937	43 39 7 28
938	16 36 20 10
939	2 24 40 27
940	18 23 34 38
941	11 32 19 3
942	4 46 8 10
943	39 40 5 45
944	4 31 34 5
945	45 37 34 19
946	47 33 27 38
947	32 23 15 47
948	4 47 6 31
949	46 19 24 28
950	5 31 38 44
951	1 15 12 23
952	49 19 48 39
953	38 46 22 24
954	7 16 49 8
955	24 12 43 14
956	47 5 50 41
957	35 2 3 25
958	28 41 11 46
959	5 21 28 35
960	11 14 25 17
961	38 29 8 17
962	22 50 30 12
963	26 27 17 38
964	2 16 48 17
965	27 17 28 41
966	2 37 8 28
967	34 44 13 19
968	2 28 33 30
969	38 3 44 32
970	17 47 31 15
971	22 37 16 41
972	41 34 25 26
973	17 18 13 33
974	3 9 27 26
975	19 38 4 17
976	31 44 33 45
977	47 31 13 30
978	27 1 32 15
979	5 3 24 42
980	14 29 25 31
981	38 17 7 28
982	33 45 34 13
983	32 16 42 21
984	43 20 1 18
985	8 14 47 46
986	27 35 8 36
987	34 39 48 12
988	17 39 36 7
989	7 24 38 1
990	37 5 9 50
991	28 18 9 43
992	35 46 17 33
993	16 31 7 6
994	25 7 8 24
995	25 33 29 10
996	32 26 23 12
997	28 19 41 20
998	8 45 31 27
999	18 47 6 4
1000	14 21 29 40
