Students	200
94	38 25 24 36	4	5	0
95	19 23 36 26	4	6	0
96	4 22 38 33	4	4	0
97	5 41 13 39	4	1	0
98	39 12 21 26	2	-1	0
99	1 16 31 3	1	-1	0
100	1 42 21 25	1	-1	0
101	4 33 11 40	3	4	0
102	1 30 42 15	1	-1	0
103	1 7 4 33	1	-1	0
104	21 17 32 22	4	6	0
105	28 7 20 26	4	6	0
106	42 26 14 15	3	2	0
107	34 12 17 41	4	5	0
108	25 3 11 37	4	5	0
109	7 35 19 18	2	-1	0
110	2 40 3 39	1	-1	0
111	32 41 16 19	3	2	0
112	2 29 24 3	1	-1	0
113	21 6 10 14	4	5	0
114	2 4 37 5	1	-1	0
115	34 13 33 29	3	7	0
116	15 23 12 11	2	-1	0
117	31 18 3 9	2	-1	0
118	3 38 33 34	4	6	0
119	30 37 9 16	3	5	0
120	2 19 21 7	1	-1	0
121	26 20 33 10	3	5	0
122	3 17 37 28	3	1	0
123	2 22 30 4	1	-1	0
124	1 39 32 5	1	-1	0
125	26 14 21 5	2	-1	0
126	37 5 20 17	2	-1	0
127	35 28 30 8	4	3	0
128	27 31 23 30	4	4	0
129	19 11 7 18	3	3	0
130	2 15 11 22	1	-1	0
131	2 23 24 36	1	-1	0
132	40 16 32 7	3	3	0
133	35 17 25 4	3	6	0
134	16 41 26 18	3	4	0
135	33 21 31 19	2	-1	0
136	16 22 19 9	2	-1	0
137	32 40 36 24	3	5	0
138	2 20 3 7	1	-1	0
139	29 11 17 40	2	-1	0
140	1 33 28 38	1	-1	0
141	4 20 10 38	2	-1	0
142	20 39 35 3	2	-1	0
143	11 32 30 13	4	5	0
144	2 12 9 30	1	-1	0
145	2 7 42 28	1	-1	0
146	36 22 16 29	2	-1	0
147	29 27 34 33	3	7	0
148	1 32 42 6	1	-1	0
149	38 31 39 22	4	2	0
150	28 26 29 14	2	-1	0
151	2 22 12 4	1	-1	0
152	2 26 38 32	1	-1	0
153	38 16 41 15	4	2	0
154	10 12 39 41	4	5	0
155	42 6 37 35	2	-1	0
156	35 7 22 17	2	-1	0
157	2 4 12 28	1	-1	0
158	3 4 11 42	3	4	0
159	37 15 39 13	2	-1	0
160	12 40 29 26	2	-1	0
161	34 6 42 14	4	2	0
162	10 31 11 29	2	-1	0
163	4 6 37 26	3	6	0
164	1 9 34 33	1	-1	0
165	14 13 32 9	4	2	0
166	1 37 6 28	1	-1	0
167	2 25 7 21	1	-1	0
168	32 33 15 18	3	6	0
169	1 38 30 21	1	-1	0
170	29 34 11 16	3	6	0
171	30 29 35 27	2	-1	0
172	2 38 22 23	1	-1	0
173	7 19 32 13	4	7	0
174	35 22 16 8	2	-1	1
175	2 33 42 34	1	-1	0
176	31 13 17 22	3	4	0
177	11 15 25 10	4	5	0
178	21 38 12 31	3	7	0
179	12 40 4 9	4	6	0
180	18 32 13 31	3	7	0
181	7 30 16 33	2	-1	0
182	13 17 25 2	4	1	0
183	25 38 9 28	4	5	0
184	9 27 4 24	2	-1	0
185	14 22 12 11	2	-1	0
186	13 19 30 39	2	-1	0
187	31 32 17 9	3	1	0
188	33 10 38 5	3	1	0
189	35 10 13 11	4	5	0
190	2 25 14 10	1	-1	0
191	21 27 30 35	2	-1	0
192	24 34 21 8	3	4	0
193	16 15 23 32	3	6	0
194	26 20 24 21	2	-1	0
195	15 9 31 8	3	4	0
196	32 16 34 42	2	-1	0
197	32 14 36 12	3	2	0
198	4 17 15 13	2	-1	0
199	2 27 26 21	1	-1	0
200	36 28 22 24	3	1	0
Students	200
1	24 26 5 18	3	5	0
2	1 23 17 39	1	-1	0
3	1 38 13 24	1	-1	0
4	25 24 7 14	2	-1	0
5	34 35 12 19	3	7	0
6	5 26 27 39	2	-1	0
7	1 42 9 26	1	-1	0
8	29 42 14 6	3	2	0
9	32 39 35 7	3	1	0
10	34 11 16 22	3	6	0
11	39 27 4 21	4	7	0
12	37 29 8 19	3	3	0
13	36 3 31 29	4	3	0
14	32 14 41 15	2	-1	0
15	26 6 34 3	3	4	0
16	1 5 20 6	1	-1	0
17	2 26 35 34	1	-1	0
18	7 31 16 1	2	-1	0
19	10 36 19 16	3	5	0
20	1 30 15 6	1	-1	0
21	8 15 32 27	3	7	0
22	10 12 19 24	4	6	0
23	42 27 25 22	3	1	0
24	1 18 19 28	1	-1	0
25	31 23 20 9	4	1	0
26	28 7 19 34	3	5	0
27	10 21 12 16	3	2	0
28	8 20 23 18	4	5	0
29	16 40 38 27	4	5	0
30	28 27 37 34	4	2	0
31	14 19 6 25	2	-1	0
32	1 33 8 20	1	-1	0
33	37 33 35 40	3	4	0
34	6 15 20 22	4	7	0
35	16 4 31 20	2	-1	0
36	41 29 36 6	3	5	0
37	25 12 15 5	4	5	0
38	25 19 27 22	2	-1	0
39	20 34 37 30	2	-1	0
40	4 6 41 42	3	5	0
41	19 3 28 34	3	2	0
42	41 27 34 9	2	-1	0
43	36 27 14 11	4	2	0
44	39 25 27 11	3	3	0
45	2 10 20 28	1	-1	0
46	37 31 12 22	2	-1	0
47	2 21 27 8	1	-1	0
48	40 16 30 11	3	7	0
49	1 36 3 22	1	-1	0
50	9 12 34 28	3	4	0
51	10 8 5 31	4	1	0
52	24 26 15 27	3	7	0
53	16 37 24 8	3	6	0
54	20 7 6 42	4	5	0
55	2 8 22 34	1	-1	0
56	8 37 11 39	2	-1	0
57	1 12 16 5	1	-1	0
58	4 40 17 41	4	3	0
59	1 24 27 17	1	-1	0
60	35 25 20 13	2	-1	0
61	18 37 21 33	4	3	0
62	28 4 10 20	3	7	0
63	13 27 25 5	3	7	0
64	2 19 40 15	1	-1	0
65	6 22 25 32	2	-1	0
66	34 15 7 33	4	7	0
67	1 3 23 42	1	-1	0
68	29 3 13 20	2	-1	0
69	31 36 16 13	4	3	0
70	7 32 37 11	3	4	0
71	9 31 38 28	3	5	0
72	35 5 38 30	2	-1	0
73	35 18 14 30	4	4	0
74	31 3 34 11	2	-1	0
75	35 21 6 24	3	3	0
76	24 17 37 15	3	4	0
77	2 37 3 32	1	-1	0
78	18 23 15 7	4	6	0
79	34 10 19 35	3	5	0
80	35 37 7 10	3	2	0
81	2 39 37 5	1	-1	0
82	12 25 9 7	4	6	0
83	1 40 25 28	1	-1	0
84	2 6 33 36	1	-1	0
85	7 27 30 26	2	-1	0
86	5 28 2 12	3	5	0
87	23 14 16 32	3	7	0
88	21 5 12 19	3	7	0
89	13 41 27 42	2	-1	0
90	20 3 8 14	2	-1	0
91	20 31 40 14	2	-1	0
92	13 9 3 17	2	-1	0
93	1 29 23 42	1	-1	0
94	1 12 20 23	1	-1	0
95	1 5 23 9	1	-1	0
96	25 15 17 39	2	-1	0
97	2 31 9 4	1	-1	0
98	1 25 15 22	1	-1	0
99	41 28 36 22	4	1	0
100	41 19 37 38	3	4	0
101	27 9 29 30	4	3	0
102	1 27 10 15	1	-1	0
103	41 24 40 7	3	7	0
104	26 42 41 38	2	-1	0
105	28 15 39 24	4	6	0
106	2 33 12 25	1	-1	0
107	10 39 8 4	2	-1	0
108	5 19 24 14	2	-1	0
109	23 30 13 15	4	2	0
110	31 7 36 23	3	2	0
111	4 5 10 7	3	3	0
112	1 4 31 41	1	-1	0
113	33 30 11 38	3	2	0
114	6 7 19 29	4	7	0
115	11 33 5 24	3	3	0
116	1 30 5 29	1	-1	0
117	16 29 3 40	2	-1	0
118	39 23 7 33	3	7	0
119	13 29 28 7	4	7	0
120	4 11 30 12	3	2	0
121	33 42 30 37	4	3	0
122	29 10 37 9	3	7	0
123	1 3 24 36	1	-1	0
124	34 21 35 19	4	3	0
125	11 37 8 3	4	4	0
126	35 20 40 21	4	3	0
127	7 36 23 18	2	-1	0
128	17 11 15 21	2	-1	0
129	4 25 33 19	2	-1	0
130	19 39 34 27	3	1	0
131	11 23 6 18	3	3	0
132	35 5 12 41	3	4	0
133	1 39 7 15	1	-1	0
134	35 42 11 5	2	-1	0
135	27 18 37 21	2	-1	0
136	3 28 23 21	4	5	0
137	7 17 5 15	2	-1	0
138	37 39 16 6	3	2	0
139	1 11 17 25	1	-1	0
140	35 30 3 5	4	3	0
141	6 36 28 19	3	6	0
142	23 15 33 29	2	-1	0
143	2 21 24 17	1	-1	0
144	2 4 35 31	1	-1	0
145	1 40 10 29	1	-1	0
146	38 33 27 35	3	1	0
147	41 39 37 40	3	6	0
148	38 31 33 30	2	-1	0
149	10 15 35 17	3	7	0
150	38 25 14 6	4	4	0
151	1 15 21 11	1	-1	0
152	39 17 20 35	2	-1	0
153	16 19 41 42	4	4	0
154	8 11 10 36	2	-1	0
155	17 33 35 29	3	1	0
156	1 6 35 26	1	-1	0
157	2 6 10 30	1	-1	0
158	29 20 40 23	2	-1	0
159	17 40 31 37	4	1	0
160	11 9 13 8	2	-1	0
161	19 10 15 4	3	2	0
162	24 10 3 30	4	7	0
163	41 10 31 16	4	7	0
164	2 11 31 22	1	-1	0
165	8 26 20 41	4	3	0
166	39 41 25 24	3	2	0
167	2 8 27 23	1	-1	0
168	14 33 29 10	2	-1	0
169	12 20 11 14	2	-1	0
170	1 20 10 28	1	-1	0
171	33 24 15 20	3	6	0
172	8 14 5 34	2	-1	0
173	2 7 15 13	1	-1	0
174	36 18 27 32	4	4	0
175	24 11 30 41	2	-1	0
176	2 30 18 4	1	-1	0
177	1 26 42 21	1	-1	0
178	1 34 32 4	1	-1	0
179	6 26 22 27	4	7	0
180	40 6 16 31	4	5	0
181	27 26 22 4	3	5	0
182	8 18 12 26	2	-1	0
183	27 22 18 17	3	4	1
184	17 24 16 20	4	7	0
185	2 14 21 22	1	-1	0
186	15 36 7 10	4	6	0
187	2 40 19 26	1	-1	0
188	1 37 29 14	1	-1	0
189	36 27 9 4	4	2	0
190	12 23 24 28	2	-1	0
191	8 10 40 21	4	2	0
192	18 42 16 24	2	-1	0
193	9 23 19 37	4	1	0
194	36 12 33 11	2	-1	0
195	15 10 22 25	2	-1	0
196	1 13 37 3	1	-1	0
197	34 19 39 14	3	1	0
198	42 40 37 39	2	-1	0
199	18 37 6 36	3	5	0
200	42 22 31 35	2	-1	0
