Students	200
124	29 33 38 35	4	2	0
125	20 4 21 27	1	-1	0
126	15 20 16 38	3	3	0
127	9 19 23 33	2	-1	0
128	36 14 10 4	1	-1	0
129	6 20 22 10	3	7	0
130	18 39 27 32	1	-1	0
131	22 36 37 21	4	2	0
132	3 11 31 27	2	-1	0
133	10 31 24 32	4	2	0
134	9 16 28 4	2	-1	0
135	24 36 4 30	4	6	0
136	8 9 2 19	2	-1	0
137	23 12 29 34	2	-1	0
138	19 15 22 26	2	-1	0
139	28 19 36 2	4	5	0
140	21 19 24 14	3	5	0
141	12 13 9 5	1	-1	0
142	39 6 4 27	2	-1	0
143	13 35 3 27	1	-1	0
144	32 27 5 29	3	7	0
145	7 13 27 12	3	1	0
146	38 16 27 13	2	-1	0
147	6 38 29 30	3	5	0
148	12 10 35 37	1	-1	0
149	28 13 19 21	1	-1	0
150	26 19 10 13	1	-1	0
151	21 10 6 8	2	-1	0
152	19 12 27 1	4	6	0
153	34 35 30 16	1	-1	0
154	32 15 36 37	1	-1	0
155	4 16 12 1	4	5	0
156	27 10 20 4	4	2	0
157	7 29 21 36	2	-1	0
158	28 27 38 30	2	-1	0
159	27 15 26 28	1	-1	0
160	22 35 2 20	4	2	0
161	40 10 28 14	2	-1	0
162	10 21 22 4	1	-1	0
163	30 13 5 14	4	1	0
164	23 27 1 25	1	-1	0
165	30 12 39 22	2	-1	0
166	36 14 8 30	3	6	0
167	33 3 27 8	1	-1	0
168	32 38 13 2	3	3	0
169	4 37 36 10	4	3	0
170	39 22 29 7	1	-1	0
171	11 18 2 5	3	4	0
172	32 37 12 33	2	-1	0
173	28 40 31 6	1	-1	0
174	21 8 3 22	3	3	0
175	9 1 18 12	3	2	0
176	12 7 1 20	2	-1	0
177	39 8 2 10	4	3	0
178	16 32 3 1	3	2	0
179	16 6 5 36	4	4	0
180	27 3 9 10	1	-1	0
181	29 36 30 19	1	-1	0
182	4 7 18 13	4	7	0
183	9 6 2 23	2	-1	0
184	28 10 4 39	3	1	0
185	37 30 22 27	4	6	0
186	37 14 20 34	3	2	0
187	25 18 13 6	3	4	0
188	4 28 40 5	2	-1	0
189	27 32 37 9	4	4	0
190	29 17 10 19	4	7	0
191	13 1 19 12	3	3	0
192	21 13 39 12	3	7	0
193	20 9 11 2	3	7	0
194	5 6 30 37	1	-1	0
195	9 28 35 21	1	-1	0
196	1 35 16 17	3	2	0
197	23 34 29 40	1	-1	1
198	15 16 13 40	1	-1	0
199	10 12 24 27	2	-1	0
200	20 28 5 39	4	4	0
